goal,a,b,label,edge_type,source
go to a party on Saturday night,get invited to a party,get dressed for party,1,confirmed,confirmed_edge
make a good impression at the upcoming dance,go back home,practice etiquette at home,2,flexible,incomparable_pair
throw the best Halloween party,hang up the scary decorations,place bowls of candy out around the house,2,flexible,incomparable_pair
get a new haircut,walk to the salon chair,talk to the stylist about the preferred style,1,confirmed,confirmed_edge
make a paper plane,sit at the table,place the paper flat on the table,1,confirmed,confirmed_edge
lose a few pounds over the summer,develop exercise plan,set new weight goal,0,reversed,reversed_edge
wake up for school,snooze alarm and roll over,burrow under warm blankets,1,confirmed,confirmed_edge
play the trombone,put sheet music on music stand,remove trombone from the case,2,flexible,incomparable_pair
have a sleepover,get parents permission for sleepover,decide to have a sleepover,0,reversed,reversed_edge
throw the best Halloween party,purchase an assortment of candies,place a lighted jack-o-lantern on the porch,2,flexible,incomparable_pair
get their computers ready,Turn on each computer,Plug each computer in,0,reversed,reversed_edge
run a computer program,decide which program to run,update computer first,0,reversed,reversed_edge
head to the park,get dress for the park,decide on a park,0,reversed,reversed_edge
get Chinese food,Decide what to order,Call the restaurant,1,confirmed,confirmed_edge
pry open a frozen car door,Hit ice with crow bar,Obtain a crowbar,0,reversed,reversed_edge
find a new book to read,take book to cashier,choose the book,0,reversed,reversed_edge
run to a local store to make a purchase,Get keys and start car.,Search address of local store.,0,reversed,reversed_edge
play the trombone,remove trombone from the case,pick out some sheet music to play,2,flexible,incomparable_pair
participate in a chess tournament,run through possible strategies,find a spot to wait until turn,2,flexible,incomparable_pair
take anger out on a date,Find someone single.,Ask the person out on a date.,1,confirmed,confirmed_edge
save one hundred dollars for a vacation,Purchase a package at a discounted rate,Compare the packages,0,reversed,reversed_edge
live debt free,"Account for every penny you're spending, daily",Find a way to make extra money,2,flexible,incomparable_pair
go to the store,put on shoes,grab car keys,2,flexible,incomparable_pair
bake some chocolate cookies,find a large mixing spoon,gather all ingredients together,2,flexible,incomparable_pair
learn how to do parkour,learn new parkour skills with group,go to the gym and practice skills,0,reversed,reversed_edge
do a load of laundry,turn on washing machine and wait for cycle to finish,put clothes in dryer and wait for clothes to dry,1,confirmed,confirmed_edge
impress a group of popular girls at school,Research popular girl interests.,Determine who popular girls are.,2,flexible,incomparable_pair
get a new library card,Look up local library,Go to the car,1,confirmed,confirmed_edge
learn how to play the violin,go to the violin lesson,buy a violin,0,reversed,reversed_edge
throw the best Halloween party,send out invitations,purchase an assortment of candies,2,flexible,incomparable_pair
make an apple pie,bake the pie in the oven,take pie out of oven,1,confirmed,confirmed_edge
make some cookies,Preheat the oven,Scoop cookie dough onto cookie tray,2,flexible,incomparable_pair
play the piano,find sheet music to play,sit down at the piano,1,confirmed,confirmed_edge
live in a castle,Visit all castles contacted.,Decide which castle is the most appealing.,1,confirmed,confirmed_edge
have some fun,decide to have some fun,take a shower,1,confirmed,confirmed_edge
drink only fresh milk,open fridge and grab new milk,open cabinet and grab glass,2,flexible,incomparable_pair
sit in the front seat of the car,put clothes on,walk out of the house,1,confirmed,confirmed_edge
get more involved,talk to the child's teachers,join a group of other parents,2,flexible,incomparable_pair
get away for a weekend,Check in local hotel.,Drive to destination city.,0,reversed,reversed_edge
get well fast,drive back home,pay the cashier,0,reversed,reversed_edge
know why religion was so controversial,use the internet to research,watch movies on religion,2,flexible,incomparable_pair
learn how to breakdance,Study the videos,Put on comfortable clothes,2,flexible,incomparable_pair
buy a purple blouse,drive to the store,find the purple blouse,1,confirmed,confirmed_edge
find a job,Drive to the interview.,Interview for the job.,1,confirmed,confirmed_edge
go fishing anymore,Wait for a nice day to go fishing,Verify that fishing is allowed,2,flexible,incomparable_pair
get into gardening,Use tools to till the ground for seeds,Buy tools at store,0,reversed,reversed_edge
buy a new television,enter credit card details,complete the purchase,1,confirmed,confirmed_edge
start a comic book,Decide on characters for the story,Think of an idea for a story,2,flexible,incomparable_pair
learn a new language,wait for the next weekly class,practice at home,1,confirmed,confirmed_edge
go to the forest,Look up nearest forest online.,Get directions and drive there.,1,confirmed,confirmed_edge
learn how to skateboard,buy a skateboard,watch tutorial videos,0,reversed,reversed_edge
earn a pizza party at school,Get everyone to work together,Tell other students about the pizza party,0,reversed,reversed_edge
look good for a dance,Put on a nice dress,Put on makeup,2,flexible,incomparable_pair
start a butterfly garden,Plant flowers and assemble other garden components.,Receive garden items in mail.,0,reversed,reversed_edge
go a haunted mansion,Find out hours available to visit.,Choose haunted mansion to visit.,0,reversed,reversed_edge
get more involved,talk to the child's teachers,plan activities together,2,flexible,incomparable_pair
get across town to the store,put on left sock,put on right sock,2,flexible,incomparable_pair
make extra money before college started,Interview for jobs,Apply for jobs,0,reversed,reversed_edge
bake some chocolate chip cookies,place on tray 2 inches apart,roll into balls,0,reversed,reversed_edge
run a computer program,click the program,let the program start up,1,confirmed,confirmed_edge
add a new product,Put appropriate labels on the shelf for the new product,Place the new product on the cleared space,2,flexible,incomparable_pair
decided on a college soon,Prepare a college resume.,Mail resume to colleges.,1,confirmed,confirmed_edge
build a garden last week,shop for gardening supplies,shop for different kinds of plants,2,flexible,incomparable_pair
try something new,Search for local hobbies and activities.,Access the Google search engine.,0,reversed,reversed_edge
knit a sweater,Drive the materials home,Start knitting a sweater,1,confirmed,confirmed_edge
ride on a river boat,Book tickets if offered online,Find a company that offers riverboat rides,0,reversed,reversed_edge
move into a new apartment,pack up the old apartment,sign a lease,0,reversed,reversed_edge
speak a lot of languages,Open and unpack books,Read through each one,1,confirmed,confirmed_edge
make some wine,Set the container somewhere dark,Let the container sit for weeks,1,confirmed,confirmed_edge
find the killer for the most recent murder,interview the witnesses,look over the crime scene,2,flexible,incomparable_pair
go see a show in town,put clothes on,buy ticket for show,0,reversed,reversed_edge
get a flu shot,Search the Internet for local flu shots.,Power on the computer.,0,reversed,reversed_edge
give back to the world,call different charities for info on helping out,regularly donate to charities,1,confirmed,confirmed_edge
watch a different show on the television,pick up the remote,find location of remote,0,reversed,reversed_edge
start a company,Decide the company's field,Decide on a company name,2,flexible,incomparable_pair
build a snowman,decide to build a snowman,put on coat,1,confirmed,confirmed_edge
make chicken curry,go to the produce department,find the spice aisle,2,flexible,incomparable_pair
take up boxing so bad,Travel to gym.,Meet with trainer.,1,confirmed,confirmed_edge
get new socks,exit home through front door,open front door,0,reversed,reversed_edge
learn to whistle,Ask people who know how to whistle,Apply chapstick to dry lips,1,confirmed,confirmed_edge
go to Disneyland,find parking for car,enter the park,1,confirmed,confirmed_edge
leave the house,Check the mirror,Put on shoes,2,flexible,incomparable_pair
have a pet cat,Buy cat food,Buy a litter box,2,flexible,incomparable_pair
make extra money before college started,Work at the job to get money,Choose a job from offers received,0,reversed,reversed_edge
go the hockey game,buy tickets online,search for tickets online,0,reversed,reversed_edge
help raise money for public television,"Spend the day engaging in fundraising techniques, like phone banking",Turn all donations over to the station,1,confirmed,confirmed_edge
wait for a bus,Lookup the bus needed to get there online,collect the bus pass,2,flexible,incomparable_pair
plant a tomato plant,Go to nursery,Purchase tomato seedling.,1,confirmed,confirmed_edge
make some bath soap last week,buy the needed ingredients,prepare a workspace,1,confirmed,confirmed_edge
